"Gene","Module"
"SH2D4A",1
"FXYD6",10
"RAB29",6
"PRKACB",3
"NOPCHAP1",3
"ITCH",0
"CD46",8
"PHKB",6
"MBNL1-AS1",1
"UBE3C",1
"DLEU2",1
"IFI30",10
"SERPINI2",4
"TMEM185A",1
"MXI1",5
"LOXL3",10
"EED",5
"SMARCA2",5
"CBLL1",8
"METTL15",1
"FRAT2",4
"PWAR5",2
"NIPSNAP3B",1
"ACADSB",1
"MKRN1",5
"OVGP1",1
"NFATC2",1
"RALBP1",2
"FAM162A",1
"SPDL1",1
"MCCC1",1
"ITGAM",4
"TUFT1",1
"GEMIN8",1
"VAMP8",4
"WBP2",5
"DPM3",2
"SSBP1",11
"DUSP13B",7
"TIFA",3
"POMZP3",5
"LOC105369199",1
"TOR2A",2
"POP7",2
"IRF2BP2",1
"LOC101927723",9
"TET1",1
"NIBAN1",1
"TPPP3",2
"MAPRE2",1
"CARD19",1
"KLHL28",1
"LRMDA",2
"KLF7",1
"AGAP1",1
"SEC22B",3
"CASP1",10
"STARD9",1
"DNAL1",1
"TRAPPC13",11
"VPS18",6
"SIGLEC9",6
"ADSS2",1
"SH3GLB1",1
"CENPS",11
"GALNS",10
"NUDT9",1
"FAM209A",12
"RAB27A",7
"CYB5R3",2
"MCRIP1",2
"PPFIA4",4
"ZNF783",1
"SGO2",7
"TAPBPL",1
"HOOK1",1
"DNAH17",1
"GRAMD1A",3
"ST6GALNAC2",6
"KDSR",15
"ABHD14B",1
"ARHGEF37",5
"ATG2B",1
"ADH5",1
"RIMBP2",0
"TMX3",3
"ZNF213-AS1",1
"MEX3D",0
"PATL1",1
"SGSM2",2
"EHD4",1
"SEPTIN8",1
"GSTA4",1
"RRN3P2",1
"SP140",1
"DDB2",1
"PEX6",1
"CASP8",11
"MGST3",1
"FKBP4",3
"RAB11FIP1",4
"POGLUT1",1
"RBMS2",1
"COMMD7",3
"PRR4",1
"SAMD4B",1
"PHOSPHO2",1
"FARSB",6
"TECPR1",2
"ESCO1",11
"XYLT1",1
"RBBP4",6
"ATAD1",1
"SALL2",1
"WDR48",1
"CXCR5",1
"SRSF1",12
"RNF213-AS1",1
"RNF125",6
"GLIPR1",1
"NOC3L",1
"CSAD",1
"TTC31",1
"PILRA",10
"DUSP7",3
"IGLV4-60",1
"RNH1",2
"ZSCAN25",1
"RAB30-DT",2
"STXBP3",1
"FAM135A",6
"KBTBD3",1
"GLRX",4
"TRADD",2
"CREBL2",1
"TBC1D20",5
"IRF8",1
"FAM219B",1
"CNNM2",12
"DAPP1",1
"LRIF1",8
"C18orf54",1
"EIF5A2",5
"AP1G1",1
"KYAT1",1
"TOM1L1",1
"NXT2",3
"FABP5",1
"SURF1",2
"SGSM1",1
"IVD",2
"DHX9",11
"ZNF407-AS1",2
"STK24",1
"ZNF518A",1
"CYFIP2",1
"RHBDD1",1
"PNPLA1",3
"ANAPC5",6
"DCPS",3
"IFNGR1",12
"IKZF3",6
"NAB2",1
"IFT88",1
"SESTD1",1
"PRRC2C",1
"MAPK1",12
"SEMA4C",1
"NIPAL4",3
"SERPINB1",1
"FOXO4",5
"NR3C1",1
"REEP3",1
"TMEM209",1
"KIR2DL3",0
"NME4",5
"EXOSC3",12
"HCST",2
"CCDC66",3
"MCPH1-DT",1
"CARD16",2
"ARHGEF26",15
"CROCCP3",1
"G6PC3",2
"POLR3B",1
"SMARCC2",14
"SAP30",15
"CCDC14",1
"FOXM1",7
"ZNF813",1
"CCDC146",1
"SERTAD3",1
"RAD51B",1
"ENSA",1
"ATP6V0D1",6
"PHYKPL",1
"DCAF4",1
"PANX1",6
"P2RY10",10
"ZDHHC13",8
"FGD4",10
"MAGEH1",1
"GNG8",2
"FAM131B-AS2",6
"TKT",10
"MLLT11",1
"HPS3",3
"ASMTL",2
"NEDD4",3
"NRAS",1
"ZNF763",1
"CEP164",1
"LGALS9",4
"DNAJB9",1
"SVBP",5
"PLAAT3",4
"REPS1",1
"NDUFA5",11
"UNC119",2
"MACIR",7
"ELOB",2
"LRRC8B",1
"MAPKAPK5-AS1",1
"DDHD1",6
"RANBP2",1
"CD3G",1
"TNFRSF1B",6
"OLFM1",15
"CNKSR3",1
"NCF2",6
"ATP5F1D",2
"DNAJC21",1
"CTSZ",4
"MRM2",1
"SKI",1
"RBM6",1
"PVALB",9
"FEZ1",3
"TBC1D22A",2
"KIAA0513",2
"YIPF3",2
"CRISP2",7
"SPHK2",2
"PCNX1",2
"PLEKHM2",1
"HLA-DPB1",3
"AGK",1
"DENND3",6
"TMEM51",1
"SC5D",1
"CAST",0
"VPS37B",1
"TMEM182",1
"GLB1L3",1
"LINC03014",4
"KCNJ2-AS1",3
"TYSND1",1
"ARRDC2",1
"PCOLCE2",7
"LAIR1",2
"CENPV",5
"RAD51D",1
"CRIPT",1
"ATL3",1
"H2BC21",9
"TALDO1",2
"AKIRIN2",1
"LOC101928861",11
"MAPKAPK2",1
"PKM",6
"ETFBKMT",1
"RRP15",1
"STRN",5
"CORO1A",2
"ASRGL1",4
"KDM6A",12
"LSP1",2
"TBCB",2
"ESS2",2
"SP2-AS1",1
"CSE1L",8
"NOD1",1
"RAB40B",1
"APOBR",10
"CLTA",1
"GNPDA2",1
"DPP3",2
"ACVR2B",1
"DEDD2",2
"NRM",4
"ERCC6L2-AS1",1
"CDCA7L",1
"RNASEL",1
"SGK1",1
"FKBP11",1
"NIFK-AS1",1
"MTSS1",1
"EXO1",7
"RTL10",1
"IGSF6",6
"DNAJC16",1
"PPP1R3D",2
"PDE7B",1
"HENMT1",1
"IL21R",3
"ZCCHC4",1
"RUBCNL",0
"BBS4",1
"AP1AR",1
"QTGAL",10
"STX11",1
"CCNK",1
"BTRC",1
"RBM47",1
"ANAPC1",5
"CDHR3",1
"TMC5",5
"GOLGA8N",3
"FNTA",1
"PSPN",1
"TTPAL",1
"NDUFA7",2
"TRIM16",7
"HLA-DRA",4
"LZTR1",2
"ZNFX1",1
"HRH4",1
"RBFA",1
"UBXN2B",1
"MAN2C1",2
"CPOX",1
"RASGRP3",1
"LOC102725228",2
"AQP3",1
"NAV2",3
"LRRC37A2",1
"FAHD2A",1
"TRMT5",3
"SH2D3A",2
"ALG14",1
"ZNF493",6
"CHAC2",2
"BMS1P20",2
"ABCC9",0
"EVL",1
"LRRC36",1
"DDHD1-DT",1
"ANKRD11",6
"ZNF200",12
"BHLHA15",1
"C2CD3",8
"ZBTB14",3
"CAPNS1",2
"STARD4",1
"GRB14",9
"DCAF7",14
"PRKD2",2
"GPR18",1
"UPF3A",1
"AVPI1",1
"MSRB2",2
"FAAP20",2
"COX15",1
"CPQ",4
"POLQ",7
"ATP6V0E1",1
"RPL7",1
"ACTB",2
